<ticker>,<per>,<date>,<open>,<high>,<low>,<close>,<vol>
CATY,D,20170824,35.41,35.63,35.2,35.48,234500
CAVM,D,20170824,61.61,62.31,61.02,61.12,691700
CBAK,D,20170824,1.4,1.4,1.3,1.35,46200
CBAN,D,20170824,13.25,13.5,13.15,13.3,5600
CBAY,D,20170824,6.48,6.58,6.44,6.51,490700
CBF,D,20170824,37.45,37.75,37.3,37.55,1305000
CBFV,D,20170824,27.85,28.18,27,28,10800
CBIO,D,20170824,3.23,3.42,3.11,3.22,63300
CBLI,D,20170824,2.7,2.76,2.65,2.74,23100
CBMG,D,20170824,8.85,8.85,8.7,8.7,5500
CBMX,D,20170824,7.45,7.65,7.4,7.6,68300
CBMXW,D,20170824,2.5,2.53,2.46,2.51,25400
CBOE,D,20170824,99,99.04,98.19,98.46,738500
CBPO,D,20170824,93.68,93.99,92,92.23,151400
CBRL,D,20170824,149.38,149.94,147.1,147.92,227100
CBSH,D,20170824,54.87,54.91,54.5,54.73,211600
CBSHP,D,20170824,26.4,26.4,26.32,26.32,700
CCBG,D,20170824,20.41,20.45,20.34,20.39,9400
CCCL,D,20170824,1.56,1.64,1.48,1.56,8300
CCCR,D,20170824,2.73,2.79,2.67,2.67,25400
CCD,D,20170824,20.14,20.2,20.05,20.17,48100
CCIH,D,20170824,0.8,0.84,0.78,0.8,67500
CCLP,D,20170824,4.55,4.74,4.54,4.68,28800
CCMP,D,20170824,69.79,69.98,69.25,69.52,88600
CCNE,D,20170824,24.39,24.58,24.19,24.47,7600
CCOI,D,20170824,43.85,44.8,43.6,44.7,326700
CCRC,D,20170824,16.93,17.19,16,16.58,411100
CCRN,D,20170824,12.19,12.28,11.99,12.03,195500
CCUR,D,20170824,6.08,6.24,6.06,6.22,34100
CCXI,D,20170824,6.83,7.02,6.41,6.5,365600
CDC,D,20170824,43.52,43.65,43.48,43.49,16000
CDEV,D,20170824,17,17.03,16.58,16.84,686900
CDK,D,20170824,63.03,63.4,62.42,62.93,639700
CDL,D,20170824,42.28,42.49,42.28,42.38,6300
CDNA,D,20170824,2.16,3.6,2.15,2.86,4027000
CDNS,D,20170824,37.44,37.48,37.01,37.18,1363700
CDTI,D,20170824,2.15,2.17,2.07,2.07,109300
CDTX,D,20170824,6.63,7.05,6.45,7,70600
CDW,D,20170824,61.1,61.53,60.99,61.43,488200
CDXC,D,20170824,3.29,3.35,3.26,3.34,59300
CDXS,D,20170824,5.3,5.3,5.2,5.3,115200
CDZI,D,20170824,11.15,11.2,10.95,11,86800
CECE,D,20170824,7.24,7.26,7.1,7.16,71800
CECO,D,20170824,9.15,9.33,9.13,9.31,206300
CELG,D,20170824,129.5,130.32,128.39,130.05,2511500
CELGZ,D,20170824,1.195,1.195,1.18,1.18,200
CELH,D,20170824,4.71,4.78,4.64,4.75,68000
CEMI,D,20170824,6.1,6.15,6.05,6.15,4100
CEMP,D,20170824,2.75,2.825,2.7,2.7,364600
CENT,D,20170824,35.43,35.72,35.21,35.54,94700
CENTA,D,20170824,34.13,34.33,33.72,34.18,121400
CENX,D,20170824,17.94,18.45,17.82,18.26,2840300
CERC,D,20170824,0.61,0.86,0.61,0.83,1902200
CERCW,D,20170824,0.05,0.05,0.05,0.05,11600
CERN,D,20170824,64.78,65.36,64.36,65.05,1632200
CERS,D,20170824,2.47,2.49,2.43,2.45,463900
CETV,D,20170824,4.2,4.225,4.15,4.2,96100
CETX,D,20170824,2.75,2.82,2.73,2.81,72300
CETXP,D,20170824,7.67,7.67,7.51,7.51,2200
CETXW,D,20170824,0.4,0.43,0.39,0.43,12100
CEVA,D,20170824,41.75,42.3,41.05,41.5,73300
CEZ,D,20170824,29.17,29.21,29.11,29.21,1900
CFA,D,20170824,44.07,44.1,43.94,43.97,40200
CFBI,D,20170824,12.88,12.98,12.81,12.96,3400
CFBK,D,20170824,2.22,2.25,2.16,2.2,17700
CFCO,D,20170824,10.98,11.05,10.96,11.03,387400
CFCOU,D,20170824,11.95,11.95,11.95,11.95,0
CFCOW,D,20170824,1.87,1.87,1.82,1.84,378000
CFFI,D,20170824,47.2,47.2,47.2,47.2,600
CFFN,D,20170824,13.49,13.53,13.42,13.51,246600
CFMS,D,20170824,3.4,3.49,3.36,3.41,93200
CFNB,D,20170824,15.85,16.35,15.8,16.3,3300
CFO,D,20170824,44.17,44.17,43.88,43.92,43200
CFRX,D,20170824,1.15,1.2,1.1,1.15,30100
CG,D,20170824,21.2,21.2,20.75,20.95,653200
CGBD,D,20170824,18.37,18.49,18.33,18.4,22700
CGEN,D,20170824,2.85,2.9,2.6,2.75,120300
CGIX,D,20170824,3.45,3.55,3.45,3.5,46600
CGNT,D,20170824,2.17,2.17,2.12,2.12,45600
CGNX,D,20170824,101.87,103.59,101.41,103.22,519000
CGO,D,20170824,13.29,13.36,13.19,13.22,32100
CHCI,D,20170824,1.99,1.99,1.99,1.99,1000
CHCO,D,20170824,62.22,62.67,61.96,62.55,45900
CHDN,D,20170824,190.45,192.45,189.95,192.35,42200
CHEF,D,20170824,17.3,17.45,16.9,17.05,145600
CHEK,D,20170824,1.7,1.71,1.7,1.7,6500
CHFC,D,20170824,45.55,45.88,45.02,45.88,210000
CHFN,D,20170824,16.4,16.48,16.04,16.06,30300
CHFS,D,20170824,0.67,0.7,0.67,0.67,255200
CHI,D,20170824,11.38,11.39,11.28,11.29,106200
CHKE,D,20170824,3.95,4.11,3.95,4.05,40800
CHKP,D,20170824,108.42,109.3,108.04,109.17,827100
CHMA,D,20170824,1.92,2,1.85,1.95,154400
CHMG,D,20170824,40.07,40.25,39.64,40.25,2700
CHNR,D,20170824,2.07,2.07,1.93,1.94,11000
CHRS,D,20170824,13.55,14.1,13.45,14.1,554300
CHRW,D,20170824,67.29,67.74,66.76,66.87,1070600
CHSCL,D,20170824,29.35,29.52,29.28,29.29,7600
CHSCM,D,20170824,28.19,28.32,28.08,28.17,8300
CHSCN,D,20170824,28.86,28.86,28.75,28.82,3500
CHSCO,D,20170824,29.22,29.26,29.17,29.18,12500
CHSCP,D,20170824,30.85,31,30.83,30.93,5300
CHTR,D,20170824,390.09,391.53,384.24,389.23,1401000
CHUBA,D,20170824,20.4,20.54,20.14,20.23,63800
CHUBK,D,20170824,19.91,19.91,19.5,19.58,171800
CHUY,D,20170824,20.1,20.4,20,20.05,157400
CHW,D,20170824,8.64,8.66,8.59,8.64,147500
CHY,D,20170824,11.78,11.78,11.68,11.72,87000
CIBR,D,20170824,21,21.11,21,21.07,541500
CID,D,20170824,35.365,35.365,35.32,35.32,5400
CIDM,D,20170824,1.48,1.52,1.45,1.52,32700
CIFS,D,20170824,12.57,12.57,12.12,12.52,91500
CIGI,D,20170824,49.7,50,49.3,49.45,14300
CIL,D,20170824,38.5,38.51,38.45,38.45,1000
CINF,D,20170824,76.97,77.14,76.35,76.43,381200
CIU,D,20170824,110.31,110.37,110.27,110.29,139000
CIVB,D,20170824,19.63,20,19.46,19.98,16000
CIZ,D,20170824,33.305,33.322,33.17,33.17,3800
CIZN,D,20170824,23.4,23.4,23.4,23.4,0
CJJD,D,20170824,1.6,1.65,1.6,1.63,26000
CKPT,D,20170824,8.05,8.05,7.72,7.72,1900
CLAR,D,20170824,6.2,6.7,6.2,6.65,153400
CLBS,D,20170824,4.12,4.23,4.12,4.12,13300
CLCT,D,20170824,23.34,23.38,23,23.09,42600
CLDC,D,20170824,3.23,3.235,3.17,3.19,2900
CLDX,D,20170824,2.34,2.365,2.33,2.34,804000
CLFD,D,20170824,11.75,11.85,11.55,11.8,43500
CLIR,D,20170824,3.05,3.15,3,3.15,38800
CLIRW,D,20170824,0.95,0.95,0.72,0.72,5400
CLLS,D,20170824,24.25,25,24.135,24.76,60600
CLMT,D,20170824,6.55,6.75,6.55,6.6,396300
CLNE,D,20170824,2.26,2.3,2.25,2.29,457800
CLNT,D,20170824,3.27,3.31,3.1,3.1,22500
CLRB,D,20170824,1.68,1.68,1.52,1.64,170000
CLRBW,D,20170824,0.19,0.19,0.19,0.19,0
CLRBZ,D,20170824,0.6,0.64,0.54,0.64,8200
CLRO,D,20170824,7.7,7.725,7.65,7.65,31400
CLSD,D,20170824,6.98,7.28,6.94,6.98,140600
CLSN,D,20170824,1.31,1.36,1.28,1.36,149800
CLUB,D,20170824,6,6,5.85,6,87000
CLVS,D,20170824,72.15,74.68,71.16,74.36,930300
CLWT,D,20170824,3.15,3.155,2.75,3.1,21900
CLXT,D,20170824,16.5,16.8,15.18,15.61,76500
CMCO,D,20170824,30.97,31.92,30.78,31.75,111000
CMCSA,D,20170824,40.8,40.875,40.01,40.14,14401700
CMCT,D,20170824,15.35,15.62,15.35,15.45,3300
CME,D,20170824,126.07,126.62,125.65,125.92,1326500
CMFN,D,20170824,9.9,10,9.8,9.85,13800
CMLS,D,20170824,0.43,0.43,0.41,0.42,46700
CMPR,D,20170824,89.92,90.82,89.66,89.74,82200
CMRX,D,20170824,4.45,4.48,4.345,4.42,151800
CMTA,D,20170824,15.55,16.01,15.45,15.89,32900
CMTL,D,20170824,18.91,19.5,18.81,18.95,294000
CNAC,D,20170824,9.65,9.68,9.65,9.68,60700
CNACR,D,20170824,0.35,0.35,0.35,0.35,3000
CNACU,D,20170824,10.15,10.2,10.15,10.2,5600
CNACW,D,20170824,0.26,0.26,0.26,0.26,100
CNAT,D,20170824,5.13,5.235,5.07,5.22,175700
CNBKA,D,20170824,67.35,67.35,67,67.35,9900
CNCE,D,20170824,14.3,14.83,14.1,14.74,90700
CNCR,D,20170824,22.725,23.165,22.66,23.162,10300
CNET,D,20170824,0.98,1.06,0.98,1,600
CNFR,D,20170824,6.5,6.52,6.5,6.51,3000
CNIT,D,20170824,1.02,1.04,0.98,1.01,119200
CNMD,D,20170824,48.73,49.32,48.35,49.19,73200
CNOB,D,20170824,22.6,22.6,22.3,22.5,61000
CNSL,D,20170824,19.22,19.47,19.02,19.04,322000
CNTF,D,20170824,2.34,2.51,2.27,2.4,57300
CNTY,D,20170824,6.61,6.84,6.61,6.78,21100
CNXN,D,20170824,24.62,24.87,24.6,24.79,22500
CNXR,D,20170824,0.62,0.73,0.59,0.59,147300
COBZ,D,20170824,16.94,16.97,16.8,16.95,125200
CODA,D,20170824,4.58,4.58,4.2,4.4,32100
CODX,D,20170824,4.97,4.97,4.6,4.66,49300
COGT,D,20170824,4.6,4.8,4.55,4.8,69400
COHR,D,20170824,222,226.55,220,223.75,355900
COHU,D,20170824,17.57,17.66,17.4,17.53,94100
COKE,D,20170824,208.73,209.49,206.06,208.19,35000
COLB,D,20170824,37.24,37.24,36.73,36.97,167500
COLL,D,20170824,9.2,9.78,9.13,9.4,277500
COLM,D,20170824,55.54,56.43,55.48,56.29,121900
COMM,D,20170824,33,33.11,32.73,32.8,1120900
COMT,D,20170824,33.26,33.31,33.09,33.28,13100
CONE,D,20170824,62.4,62.85,61.82,61.9,418600
CONN,D,20170824,19.2,19.775,19.2,19.55,431200
COOL,D,20170824,26.5,28.44,26.1,26.47,161300
CORE,D,20170824,27.59,27.87,26.86,26.91,264300
CORI,D,20170824,7.83,8.48,7.83,8.37,181200
CORT,D,20170824,14.63,14.655,14.26,14.43,582000
COST,D,20170824,160,160.66,151.09,151.33,10301600
COUP,D,20170824,30.21,30.6,29.94,30.21,330800
COWN,D,20170824,15.95,16.05,15.85,15.95,110700
COWNL,D,20170824,26.83,26.83,26.83,26.83,200
CPAH,D,20170824,2.6,2.6,2.6,2.6,200
CPHC,D,20170824,11.4,11.45,11.15,11.3,8500
CPIX,D,20170824,6.9,7.03,6.685,6.81,26700
CPLA,D,20170824,66.35,67.1,65.7,65.8,38800
CPLP,D,20170824,3.46,3.54,3.46,3.49,480700
CPRT,D,20170824,31.94,32.07,31.71,31.78,1445000
CPRX,D,20170824,2.77,2.81,2.73,2.8,267700
CPSH,D,20170824,1.22,1.22,1.21,1.21,400
CPSI,D,20170824,28.9,29.15,28.85,29.15,55800
CPSS,D,20170824,3.95,4.05,3.95,3.96,98900
CPST,D,20170824,0.62,0.64,0.615,0.63,40200
CPTA,D,20170824,8.83,8.91,8.73,8.73,114300
CPTAG,D,20170824,24.93,25,24.73,24.8,4400
CPTAL,D,20170824,25.25,25.3,25.15,25.15,10800
CRAI,D,20170824,35.95,36.21,35.74,35.86,13400
CRAY,D,20170824,18.15,18.375,18.1,18.2,186000
CRBP,D,20170824,6.15,6.6,6.11,6.6,573700
CRED,D,20170824,112.15,112.31,112.15,112.17,65600
CREE,D,20170824,22.32,23.45,22.22,23.36,1981500
CREG,D,20170824,1.18,1.23,1.18,1.23,10300
CRESY,D,20170824,18.9,18.95,18.52,18.83,159600
CRIS,D,20170824,1.64,1.7,1.62,1.66,462900
CRME,D,20170824,2.26,2.3,2.15,2.19,645700
CRMT,D,20170824,38.15,38.2,36.75,36.9,36000
CRNT,D,20170824,2.09,2.14,2.08,2.1,282200
CROX,D,20170824,8.77,8.91,8.76,8.85,802000
CRSP,D,20170824,18.4,19.62,18.4,19.35,185800
CRTN,D,20170824,0.55,0.57,0.51,0.54,9800
CRTO,D,20170824,48.06,48.39,45.42,45.54,807200
CRUS,D,20170824,55.89,55.93,54.9,55.34,632500
CRVL,D,20170824,51.3,51.3,49.85,49.9,16700
CRVS,D,20170824,14.03,14.93,13.29,14.67,213900
CRWS,D,20170824,6.2,6.3,6.2,6.3,18400
CRZO,D,20170824,13.43,13.66,13.39,13.47,1861500
CSA,D,20170824,41,41,40.85,40.86,2200
CSB,D,20170824,39.6,39.66,39.51,39.55,4000
CSBK,D,20170824,15.4,15.45,15.21,15.25,80300
CSBR,D,20170824,3.15,3.28,3.1,3.23,5500
CSCO,D,20170824,30.95,31.4,30.9,31.24,22576000
CSF,D,20170824,39.92,39.92,39.81,39.82,2300
CSFL,D,20170824,24.55,24.76,24.36,24.75,222900
CSGP,D,20170824,284.85,284.935,281.57,284.14,129500
CSGS,D,20170824,38.22,38.72,38.01,38.22,83000
CSII,D,20170824,29.13,29.13,28.6,28.95,197400
CSIQ,D,20170824,15.21,15.69,15.18,15.57,1049900
CSJ,D,20170824,105.49,105.49,105.43,105.45,369500
CSML,D,20170824,24.19,24.26,24.18,24.26,3700
CSOD,D,20170824,35.32,35.32,34.46,34.53,370100
CSPI,D,20170824,10.1,10.19,10.1,10.12,3100
CSQ,D,20170824,11.7,11.73,11.62,11.7,295400
CSSE,D,20170824,12.34,12.34,10.5,11.33,185700
CSTE,D,20170824,28.8,28.85,28.35,28.35,142700
CSTR,D,20170824,16.94,17.14,16.86,17.02,97500
CSWC,D,20170824,16.85,17.13,16.85,17.13,4200
CSWI,D,20170824,39.7,40,39.1,39.1,24800
CSX,D,20170824,49.09,49.19,48.12,48.38,5472800
CTAS,D,20170824,134.09,134.1,131.62,133.2,590800
CTBI,D,20170824,42.1,42.1,41.7,41.95,14900
CTG,D,20170824,5.12,5.14,5.08,5.09,17200
CTHR,D,20170824,0.895,0.906,0.85,0.89,29400
CTIB,D,20170824,4.46,4.46,4.46,4.46,0
CTIC,D,20170824,3.3,3.36,3.27,3.3,30500
CTMX,D,20170824,15.09,15.95,14.71,15.4,313300
CTRE,D,20170824,19.33,19.49,19.16,19.33,714700
CTRL,D,20170824,23.74,23.92,23.36,23.77,364500
CTRN,D,20170824,17.72,18.3,17.61,18.11,122100
CTRP,D,20170824,53.6,53.7,52.12,52.85,3824600
CTRV,D,20170824,0.53,0.56,0.53,0.55,563100
CTSH,D,20170824,70.12,70.34,69.52,69.82,1473500
CTSO,D,20170824,4.85,4.9,4.8,4.9,25400
CTWS,D,20170824,55.51,55.66,54.89,55,23400
CTXR,D,20170824,2.66,2.78,2.61,2.7,13200
CTXRW,D,20170824,0.55,0.59,0.41,0.59,16000
CTXS,D,20170824,74.96,75.46,74.49,75.35,980000
CUBA,D,20170824,7.19,7.23,7.16,7.23,17900
CUBN,D,20170824,24.45,24.55,24.4,24.55,6300
CUI,D,20170824,3.71,3.98,3.71,3.95,56300
CUNB,D,20170824,35.85,36,35.6,35.95,55800
CUR,D,20170824,1.14,1.15,1.11,1.15,137200
CUTR,D,20170824,34.95,35.31,34.75,35.15,91300
CVBF,D,20170824,20.67,20.67,20.47,20.65,205700
CVCO,D,20170824,124.5,126.9,124.5,126.6,16800
CVCY,D,20170824,19.3,20.14,19.3,19.73,34600
CVGI,D,20170824,5.65,5.83,5.57,5.73,228600
CVGW,D,20170824,70,70.025,69.1,69.3,133600
CVLT,D,20170824,59.3,59.75,58.8,59.65,182700
CVLY,D,20170824,25.51,25.51,25.14,25.27,2100
CVO,D,20170824,3.85,4.2,3.5,3.82,6300
CVTI,D,20170824,21.22,21.38,20.78,21.25,63600
CVV,D,20170824,11,11.12,11,11.07,7300
CWAY,D,20170824,19.85,19.9,19.85,19.9,2700
CWBC,D,20170824,10.155,10.155,10.1,10.1,2700
CWCO,D,20170824,12.35,12.4,12.3,12.35,18200
CWST,D,20170824,16.7,16.86,16.66,16.78,173100
CXDC,D,20170824,4.57,4.6,4.55,4.55,14500
CXRX,D,20170824,1.17,1.2,1.17,1.2,85000
CXSE,D,20170824,75,75,74.45,74.69,11400
CY,D,20170824,13.45,13.595,13.33,13.42,3891100
CYAD,D,20170824,42.26,42.26,42.26,42.26,0
CYAN,D,20170824,4.9,4.9,4.7,4.8,6200
CYBE,D,20170824,15.1,15.2,14.55,15,136600
CYBR,D,20170824,39.85,40.46,39.7,40.01,316800
CYCC,D,20170824,1.63,1.69,1.62,1.69,277100
CYCCP,D,20170824,6.05,6.05,6.05,6.05,500
CYHHZ,D,20170824,0.01,0.01,0.01,0.01,702000
CYOU,D,20170824,40.53,41,40.1,40.23,278000
CYRN,D,20170824,1.65,1.85,1.6,1.85,60200
CYRX,D,20170824,6.7,7.09,6.67,6.9,184600
CYRXW,D,20170824,3.25,3.55,3.25,3.4,26400
CYTK,D,20170824,12.55,12.85,12.4,12.75,359000
CYTR,D,20170824,0.6,0.609,0.56,0.565,3525400
CYTX,D,20170824,0.32,0.36,0.315,0.332,405700
CYTXW,D,20170824,0.03,0.03,0.03,0.03,300
CZFC,D,20170824,21,21.01,21,21,13000
CZNC,D,20170824,22.27,22.48,22.19,22.37,7200
CZR,D,20170824,11.2,11.7,10.95,11.3,4580300
CZWI,D,20170824,13.91,13.93,13.62,13.76,11200
DAIO,D,20170824,8.51,8.54,8.34,8.4,25700
DAKT,D,20170824,9.49,9.57,9.345,9.52,94400
DARE,D,20170824,2.8,2.86,2.77,2.77,8600
DAVE,D,20170824,4.15,4.25,4.15,4.235,16200
DAX,D,20170824,29.26,29.268,29.175,29.18,5300
DBVT,D,20170824,45.12,45.475,44.4,44.4,393300
DCIX,D,20170824,1.34,1.45,1.05,1.15,1065700
DCOM,D,20170824,18.95,18.95,18.725,18.8,73900
DCTH,D,20170824,0.12,0.13,0.11,0.12,39339100
DDBI,D,20170824,28.46,28.46,28.46,28.46,0
DELT,D,20170824,0.95,1.12,0.95,1.105,84300
DENN,D,20170824,11.96,12.07,11.72,11.74,270000
DEPO,D,20170824,5.94,6.23,5.94,6.19,1257100
DERM,D,20170824,23.89,24.49,23.57,24.24,209300
DEST,D,20170824,1.2,1.23,1.12,1.16,94100
DFBG,D,20170824,1.482,1.495,1.45,1.495,10500
DFFN,D,20170824,1.62,1.84,1.6,1.65,30300
DFNL,D,20170824,22.01,22.02,21.95,21.96,7000
DFRG,D,20170824,14.15,14.3,13.95,14.05,154100
DGAS,D,20170824,30.62,30.7,30.55,30.68,4500
DGICA,D,20170824,15.32,15.45,15.02,15.28,14700
DGII,D,20170824,9.05,9.25,8.975,9.2,73100
DGLD,D,20170824,45.45,45.73,45.25,45.63,26700
DGLY,D,20170824,3,3,2.85,2.95,21200
DGRE,D,20170824,25.78,25.78,25.675,25.7,11500
DGRS,D,20170824,31.91,31.91,31.73,31.74,11600
DGRW,D,20170824,36.95,36.95,36.77,36.78,79600
DHIL,D,20170824,190.77,190.81,188.5,188.71,16600
DHXM,D,20170824,5.05,5.25,4.95,5,373100
DIOD,D,20170824,26.9,27,26.63,26.9,198700
DISCA,D,20170824,22.44,22.65,22.38,22.52,2072600
DISCK,D,20170824,21.18,21.4,21.1,21.25,1557900
DISH,D,20170824,57.25,57.69,56.47,57.31,1706000
DJCO,D,20170824,210,210,209.86,209.86,700
DLBS,D,20170824,15.78,15.78,15.78,15.78,0
DLHC,D,20170824,5.88,6.09,5.75,5.92,20100
DLTH,D,20170824,20.16,21.07,19.82,20.14,204200
DLTR,D,20170824,82.21,82.255,77.57,78.5,13435900
DMLP,D,20170824,14,14.3,14,14.2,29400
DMPI,D,20170824,1.37,1.4,1.33,1.35,17400
DMRC,D,20170824,28.45,28.8,28,28.4,42800
DMTX,D,20170824,1.25,1.25,1.2,1.2,22400
DNBF,D,20170824,30.8,31.1,30.65,31,1400
DNKN,D,20170824,52.9,53.09,52.12,52.47,552200
DORM,D,20170824,64.92,65.35,63.89,63.96,185100
DOVA,D,20170824,26.16,26.27,24.75,25.32,163400
DOX,D,20170824,63.12,63.47,63.11,63.27,325000
DRAD,D,20170824,3.7,3.75,3.65,3.7,10200
DRIO,D,20170824,1.98,1.98,1.87,1.92,12200
DRIOW,D,20170824,0.245,0.278,0.196,0.278,19000
DRNA,D,20170824,2.91,3.22,2.91,3.18,145200
DRRX,D,20170824,1.61,1.62,1.59,1.6,240800
DRYS,D,20170824,3.15,3.16,3.04,3.09,3397300
DSGX,D,20170824,27.25,27.45,27.15,27.45,38800
DSKE,D,20170824,12.32,12.36,12.26,12.34,16800
DSKEW,D,20170824,1.41,1.41,1.39,1.41,6500
DSLV,D,20170824,24.57,25,24.45,24.7,420800
DSPG,D,20170824,12,12,11.85,11.95,20200
DSWL,D,20170824,2.69,2.7,2.59,2.66,10000
DTEA,D,20170824,4.95,5.25,4.95,5.1,223000
DTRM,D,20170824,2.06,2.06,1.92,2.05,11800
DTUS,D,20170824,30.48,30.48,30.48,30.48,0
DTYS,D,20170824,15.29,15.51,15.29,15.485,9100
DUSA,D,20170824,21.17,21.17,21.01,21.02,16000
DVAX,D,20170824,16.25,17.25,16.05,17.2,1825600
DVCR,D,20170824,9.105,9.105,9.105,9.105,200
DVY,D,20170824,91.64,91.82,91.44,91.44,278800
DWAQ,D,20170824,93.27,93.27,93.27,93.27,200
DWAS,D,20170824,42.91,42.98,42.705,42.92,6700
DWAT,D,20170824,10.94,10.94,10.94,10.94,0
DWCH,D,20170824,9.95,10.2,9.65,9.9,142100
DWFI,D,20170824,25.65,25.66,25.625,25.64,10600
DWIN,D,20170824,27.1,27.19,27.05,27.05,12300
DWLD,D,20170824,23.4,23.4,23.26,23.32,14200
DWLV,D,20170824,28.66,28.68,28.66,28.68,600
DWPP,D,20170824,26.05,26.12,26.05,26.05,1900
DWSN,D,20170824,4.02,4.06,4,4,22000
DWTR,D,20170824,25.43,25.59,25.43,25.47,5800
DXCM,D,20170824,75.16,75.89,74.65,75.5,637300
DXGE,D,20170824,30.34,30.34,30.205,30.225,6400
DXJS,D,20170824,39.93,40.07,39.87,40,15300
DXLG,D,20170824,1.6,1.75,1.455,1.75,688800
DXPE,D,20170824,26.22,26.37,25.83,25.96,98600
DXPS,D,20170824,24.38,24.4,24.36,24.39,1800
DXTR,D,20170824,0.36,0.37,0.29,0.32,13519100
DXYN,D,20170824,4.1,4.35,3.8,4.35,43400
DYNT,D,20170824,2.6,2.6,2.55,2.55,3200
DYSL,D,20170824,1.2,1.2,1.19,1.19,2900
DZSI,D,20170824,6.67,6.83,6.625,6.82,7100
EA,D,20170824,118.49,118.92,116,117.82,1342700
EACQ,D,20170824,10.05,10.05,10,10.05,55400
EACQW,D,20170824,0.85,0.85,0.84,0.85,3000
EAGL,D,20170824,10.1,10.1,10,10.05,2419800
EAGLU,D,20170824,10.62,10.62,10.55,10.6,1200
EAGLW,D,20170824,0.5,0.53,0.5,0.52,1633200
EARS,D,20170824,0.645,0.69,0.645,0.645,173000
EBAY,D,20170824,34.86,35.04,34.51,34.88,5778000
EBAYL,D,20170824,27,27.07,26.87,26.96,49400
EBIO,D,20170824,0.98,1.09,0.96,1.04,212600
EBIX,D,20170824,58.75,58.8,57.9,58.1,115300
EBMT,D,20170824,17.85,18.15,17.85,18.1,2400
EBSB,D,20170824,17.35,17.4,17.225,17.4,93100
EBTC,D,20170824,31.31,31.57,31.31,31.53,3400
ECHO,D,20170824,13.65,13.65,13.35,13.45,271200
ECOL,D,20170824,46.95,47.05,46.575,46.7,44100
ECPG,D,20170824,38.5,39.6,38.4,39.55,159800
ECYT,D,20170824,1.3,1.35,1.27,1.34,251800
EDAP,D,20170824,2.67,2.91,2.6,2.65,80300
EDBI,D,20170824,31.965,31.965,31.965,31.965,100
EDGE,D,20170824,10.4,10.69,10.385,10.56,103900
EDGW,D,20170824,6.68,6.69,6.53,6.57,5900
EDIT,D,20170824,18.5,19.55,18.28,19.51,774300
EDUC,D,20170824,10.1,10.55,9.7,10,14000
EEFT,D,20170824,96.9,97.5,95.89,96.02,160200
EEI,D,20170824,11.85,11.85,11.82,11.84,1000
EEMA,D,20170824,69.17,69.29,68.96,69.18,17700
EFAS,D,20170824,18.2,18.2,18.2,18.2,0
EFBI,D,20170824,16.05,16.05,15.99,16.05,3000
EFII,D,20170824,32.25,32.5,31.88,32.14,575200
EFOI,D,20170824,2.04,2.04,1.88,1.92,56300
EFSC,D,20170824,38.65,38.65,38.05,38.3,110800
EGAN,D,20170824,1.85,1.85,1.75,1.85,2000
EGBN,D,20170824,62.45,62.45,61.8,62.15,49700
EGHT,D,20170824,13.15,13.3,13,13.1,586100
EGLE,D,20170824,4.42,4.51,4.39,4.48,138200
EGLT,D,20170824,1.06,1.13,1.06,1.08,192100
EGOV,D,20170824,16.2,16.35,16.05,16.3,432800
EGRX,D,20170824,53.17,54.6,52.81,54.4,271500
EHTH,D,20170824,19,19.26,18.78,19.23,113800
EIGI,D,20170824,7.75,7.85,7.65,7.8,676100
EIGR,D,20170824,8.1,8.25,7.89,8.2,44900
EKSO,D,20170824,1.34,1.42,1.25,1.26,240500
ELEC,D,20170824,10.09,10.09,10.09,10.09,0
ELECU,D,20170824,10.48,10.48,10.48,10.48,0
ELECW,D,20170824,0.31,0.32,0.31,0.32,207800
ELGX,D,20170824,4.24,4.31,4.195,4.28,359600
ELON,D,20170824,4.72,4.8,4.68,4.68,14700
ELSE,D,20170824,3.49,3.49,3.45,3.45,800
ELTK,D,20170824,0.65,0.68,0.65,0.65,10800
EMB,D,20170824,116.04,116.1,115.87,116.07,1635100
EMCB,D,20170824,72.36,72.74,72.33,72.5,2500
EMCF,D,20170824,28.46,28.46,28.46,28.46,0
EMCG,D,20170824,24.84,24.96,24.837,24.895,6100
EMCI,D,20170824,27.7,27.87,27.67,27.8,14300
EMIF,D,20170824,33.49,33.5,33.41,33.43,2900
EMITF,D,20170824,2.86,2.87,2.8,2.85,2900
EMKR,D,20170824,9,9.1,8.9,9,112400
EML,D,20170824,25.25,25.25,25,25.1,3500
EMMS,D,20170824,2.59,2.64,2.59,2.62,5800
EMXC,D,20170824,51.19,51.31,51.19,51.31,700
ENDP,D,20170824,8.39,8.94,8.37,8.79,4896100
ENFC,D,20170824,23.05,23.35,22.775,23.1,18400
ENG,D,20170824,1.13,1.14,1.1,1.1,48900
ENPH,D,20170824,0.87,0.94,0.856,0.915,734600
ENSG,D,20170824,19.83,19.97,19.79,19.87,144600
ENT,D,20170824,2.51,2.81,2.475,2.77,320500
ENTA,D,20170824,38.55,39.47,38.43,39.31,68500
ENTG,D,20170824,24.5,24.5,24.25,24.5,430500
ENTL,D,20170824,17.62,17.62,17.25,17.31,42200
ENZL,D,20170824,46.84,46.96,46.76,46.88,24200
ENZY,D,20170824,12.35,12.35,11.55,11.75,103400
EPAY,D,20170824,28.93,29.17,28.2,29.02,246700
